Song_correct;Artist_correct;Song_concat;YT_link
trudno mi sie przyznac;ania dabrowska;trudno mi sie przyznac ania dabrowska;https://www.youtube.com/watch?v=TeXNBKzBISg
w glowie;ania dabrowska;w glowie ania dabrowska;https://www.youtube.com/watch?v=1RdIhg1DvEg
w spodniach czy w sukience;ania dabrowska;w spodniach czy w sukience ania dabrowska;https://www.youtube.com/watch?v=-MbyWjSxWZE
z toba nie umiem wygrac;ania dabrowska;z toba nie umiem wygrac ania dabrowska;https://www.youtube.com/watch?v=BkQJ0YtVEzM
ja i ty;ania rusowicz;ja i ty ania rusowicz;https://www.youtube.com/watch?v=XshNN6v71Ko
slepa milosc;ania rusowicz;slepa milosc ania rusowicz;https://www.youtube.com/watch?v=sfcS-vWCDIU
sweet love;anita baker;sweet love anita baker;https://www.youtube.com/watch?v=2w6udgiojlE
i wszystko sie moze zdarzyc;anita lipnicka;i wszystko sie moze zdarzyc anita lipnicka;https://www.youtube.com/watch?v=3YxOZQqNYY8
piekna i rycerz;anita lipnicka;piekna i rycerz anita lipnicka;https://www.youtube.com/watch?v=KRM6MDVhEtc
aktrisa;anna dereszowska;aktrisa anna dereszowska;https://www.youtube.com/watch?v=B2stirKcB5U
czlowieczy los;anna german;czlowieczy los anna german;https://www.youtube.com/watch?v=j6cCHuc3aOA
cztery karty;anna german;cztery karty anna german;https://www.youtube.com/watch?v=uueM78PguTM
greckie wino;anna german;greckie wino anna german;https://www.youtube.com/watch?v=2YupiG5Tu0g
tanczace eurydyki;anna german;tanczace eurydyki anna german;https://www.youtube.com/watch?v=gymRAZx9Z1o
wroc do sorrento;anna german;wroc do sorrento anna german;https://www.youtube.com/watch?v=igkZkqWChEM
zakwitne roza;anna german;zakwitne roza anna german;https://www.youtube.com/watch?v=1eognO_wNkA
baju baj;anna jantar;baju baj anna jantar;https://www.youtube.com/watch?v=DEj71zExHoE
baju baj prosze pana ;anna jantar;baju baj prosze pana  anna jantar;https://www.youtube.com/watch?v=DEj71zExHoE
co ja w tobie widzialam;anna jantar;co ja w tobie widzialam anna jantar;https://www.youtube.com/watch?v=LqTMMIpCq_s
cyganska jesien;anna jantar;cyganska jesien anna jantar;https://www.youtube.com/watch?v=YyxWJpNI-K8
dzien bez happy endu;anna jantar;dzien bez happy endu anna jantar;https://www.youtube.com/watch?v=nPmoQvxnDhg
jak w taki dzien deszczowy;anna jantar;jak w taki dzien deszczowy anna jantar;https://www.youtube.com/watch?v=JS6OBbViGcY
jambalaya;anna jantar;jambalaya anna jantar;https://www.youtube.com/watch?v=V0nh_Mtm36c
moje jedyne marzenie;anna jantar;moje jedyne marzenie anna jantar;https://www.youtube.com/watch?v=IkX6VhTo8Ac
moj tylko moj;anna jantar;moj tylko moj anna jantar;https://www.youtube.com/watch?v=oOUctfQsiOI
najtrudniejszy pierwszy krok;anna jantar;najtrudniejszy pierwszy krok anna jantar;https://www.youtube.com/watch?v=KYlw5HqRSi8
nic nie moze przeciez wiecznie trwac;anna jantar;nic nie moze przeciez wiecznie trwac anna jantar;https://www.youtube.com/watch?v=BhQdaEdsm5w
nic nie moze wiecznie trwac;anna jantar;nic nie moze wiecznie trwac anna jantar;https://www.youtube.com/watch?v=BhQdaEdsm5w
radosc najpiekniejszych lat;anna jantar;radosc najpiekniejszych lat anna jantar;https://www.youtube.com/watch?v=aWSZrchVVjE
staruszek swiat;anna jantar;staruszek swiat anna jantar;https://www.youtube.com/watch?v=JnHPN1WsjBo
tyle slonca w calym miescie;anna jantar;tyle slonca w calym miescie anna jantar;https://www.youtube.com/watch?v=wChFEkCqt5s
tylko mnie popros do tanca;anna jantar;tylko mnie popros do tanca anna jantar;https://www.youtube.com/watch?v=TyvNj3s8d-Y
wielka dama tanczy sama;anna jantar;wielka dama tanczy sama anna jantar;https://www.youtube.com/watch?v=UEIhx_pJCks
za kazdy usmiech twoj;anna jantar;za kazdy usmiech twoj anna jantar;https://www.youtube.com/watch?v=EGCWES9DTX4
zawsze gdzies czeka ktos;anna jantar;zawsze gdzies czeka ktos anna jantar;https://www.youtube.com/watch?v=cTufUxs3LV4
zeby szczesliwym byc;anna jantar;zeby szczesliwym byc anna jantar;https://www.youtube.com/watch?v=bB29TrIYiPQ
ktos miedzy nami;anna jantar i zbigniew holdys;ktos miedzy nami anna jantar i zbigniew holdys;https://www.youtube.com/watch?v=EdKtDMbk-Wg
diamentowy kolczyk;anna jurksztowicz;diamentowy kolczyk anna jurksztowicz;https://www.youtube.com/watch?v=cWhPxezqhrw
matki zony i kochanki;anna jurksztowicz;matki zony i kochanki anna jurksztowicz;https://www.youtube.com/watch?v=QTT9-q9hrw8
na dobre i na zle;anna jurksztowicz;na dobre i na zle anna jurksztowicz;https://www.youtube.com/watch?v=QKcLWYlx6nI
stan pogody;anna jurksztowicz;stan pogody anna jurksztowicz;https://www.youtube.com/watch?v=GRhpanhkW18
to tylko sny;anna jurksztowicz;to tylko sny anna jurksztowicz;https://www.youtube.com/watch?v=Pk_pLFs4VcU
when i'm gone;anna kendrick;when i'm gone anna kendrick;https://www.youtube.com/watch?v=cmSbXsFE3l8
ale jestem;anna maria jopek;ale jestem anna maria jopek;https://www.youtube.com/watch?v=KpBMYjnCLRU
ja wysiadam;anna maria jopek;ja wysiadam anna maria jopek;https://www.youtube.com/watch?v=RJsTBwHT6TY
przejrzyj;anna maria jopek;przejrzyj anna maria jopek;https://www.youtube.com/watch?v=RMtAgoiN1aQ
biegnij przed siebie;anna wyszkoni;biegnij przed siebie anna wyszkoni;https://www.youtube.com/watch?v=vj-gtxNXcCc
czy ten pan i pani;anna wyszkoni;czy ten pan i pani anna wyszkoni;https://www.youtube.com/watch?v=zXIQpALsqYY
graj chlopaku graj;anna wyszkoni;graj chlopaku graj anna wyszkoni;https://www.youtube.com/watch?v=mQ10QbmUNPE
lampa i sofa;anna wyszkoni;lampa i sofa anna wyszkoni;https://www.youtube.com/watch?v=3j3wB5-4cgk
mimochodem;anna wyszkoni;mimochodem anna wyszkoni;https://www.youtube.com/watch?v=sfB-bKD8qc0
na czesc wariata;anna wyszkoni;na czesc wariata anna wyszkoni;https://www.youtube.com/watch?v=i4_JdPAgUw4
od nieba do nieba;anna wyszkoni;od nieba do nieba anna wyszkoni;https://www.youtube.com/watch?v=UeBP14S071w
oszukac los;anna wyszkoni;oszukac los anna wyszkoni;https://www.youtube.com/watch?v=cHdJDzqwk-s
prywatna madonna;anna wyszkoni;prywatna madonna anna wyszkoni;https://www.youtube.com/watch?v=BiEkgxVkWGQ
w calosc ulozysz mnie ;anna wyszkoni;w calosc ulozysz mnie  anna wyszkoni;https://www.youtube.com/watch?v=OTXOjUQFpW4
wiem ze jestes tam;anna wyszkoni;wiem ze jestes tam anna wyszkoni;https://www.youtube.com/watch?v=YmxAFAvdqhs
wierze w anioly;anna wyszkoni;wierze w anioly anna wyszkoni;https://www.youtube.com/watch?v=uItUXjaGkgw
z cisza posrod czterech scian;anna wyszkoni;z cisza posrod czterech scian anna wyszkoni;https://www.youtube.com/watch?v=-I-LKGEEE9M
zapytaj mnie o to kochany;anna wyszkoni;zapytaj mnie o to kochany anna wyszkoni;https://www.youtube.com/watch?v=27h-94KsfcU
no more i love you's;annie lennox;no more i love you's annie lennox;https://www.youtube.com/watch?v=NSkboTTTmpg
why;annie lennox;why annie lennox;https://www.youtube.com/watch?v=HG7I4oniOyA
pomimo burz;antek smykiewicz;pomimo burz antek smykiewicz;https://www.youtube.com/watch?v=BtfGG8dhMNc
opa opa;antique;opa opa antique;https://www.youtube.com/watch?v=Dqzrofdwi-g
cancion del mariachi;antonio banderas i los lobos;cancion del mariachi antonio banderas i los lobos;https://www.youtube.com/watch?v=1nA6f6vDxtg
corcovado;antonio carlos jobim;corcovado antonio carlos jobim;https://www.youtube.com/watch?v=9vRELD9ehtc
desafinado;antonio carlos jobim;desafinado antonio carlos jobim;https://www.youtube.com/watch?v=1Rhq53sCfRU
how insensitive;antonio carlos jobim;how insensitive antonio carlos jobim;https://www.youtube.com/watch?v=1W8VYJ3E2VU
one note samba;antonio carlos jobim;one note samba antonio carlos jobim;https://www.youtube.com/watch?v=0rzNLXxo01Q
the girl from ipanema;antonio carlos jobim;the girl from ipanema antonio carlos jobim;https://www.youtube.com/watch?v=JGRB5uOxqsw
zima;antonio vivaldi;zima antonio vivaldi;https://www.youtube.com/watch?v=11Gs-rfPPis
barbie girl;aqua;barbie girl aqua;https://www.youtube.com/watch?v=ZyhrYis509A
arash;arash;arash arash;https://www.youtube.com/watch?v=qMjiybzybnI
boro boro;arash;boro boro arash;https://www.youtube.com/watch?v=3Qpz9OuCqik
dooset daram ;arash;dooset daram  arash;https://www.youtube.com/watch?v=-yQ8kxikSJQ
pure love;arash;pure love arash;https://www.youtube.com/watch?v=YfFp5688MYk
suddenly ;arash;suddenly  arash;https://www.youtube.com/watch?v=Qj3AbnxuFPs
temptation;arash;temptation arash;https://www.youtube.com/watch?v=LfdAX8n6UbA
pure love;arash & rebecca;pure love arash & rebecca;https://www.youtube.com/watch?v=YfFp5688MYk
suddenly;arash & rebecca;suddenly arash & rebecca;https://www.youtube.com/watch?v=Qj3AbnxuFPs
(you make me feel like) a natural woman;aretha franklin;(you make me feel like) a natural woman aretha franklin;https://www.youtube.com/watch?v=dEWuAcMWDLY
i say a little prayer;aretha franklin;i say a little prayer aretha franklin;https://www.youtube.com/watch?v=KtBbyglq37E
think;aretha franklin;think aretha franklin;https://www.youtube.com/watch?v=HqYnevHibaI
break free;ariana grande;break free ariana grande;https://www.youtube.com/watch?v=L8eRzOYhLuw
problem;ariana grande;problem ariana grande;https://www.youtube.com/watch?v=iS1g8G_njx8
side to side;ariana grande;side to side ariana grande;https://www.youtube.com/watch?v=SXiSVQZLje8
beauty and the beast;ariana grande & john legend;beauty and the beast ariana grande & john legend;https://www.youtube.com/watch?v=axySrE0Kg6k
swiety swiety usmiechniety;arka noego;swiety swiety usmiechniety arka noego;https://www.youtube.com/watch?v=Ha8f5amqPxA
taki duzy taki maly;arka noego;taki duzy taki maly arka noego;https://www.youtube.com/watch?v=Ha8f5amqPxA
szczesliwego nowego jorku;artur gadowski;szczesliwego nowego jorku artur gadowski;https://www.youtube.com/watch?v=3Sg7Yb3cFpA
libertango;astor piazzolla;libertango astor piazzolla;https://www.youtube.com/watch?v=kdhTodxH7Gw
vuelvo al sur;astor piazzolla;vuelvo al sur astor piazzolla;https://www.youtube.com/watch?v=z5SLbNid2E4
manha de carnaval;astrud gilberto;manha de carnaval astrud gilberto;https://www.youtube.com/watch?v=YeSBSLmumYc
the girl from ipanema;astrud gilberto;the girl from ipanema astrud gilberto;https://www.youtube.com/watch?v=c5QfXjsoNe4
the shadow of your smile;astrud gilberto;the shadow of your smile astrud gilberto;https://www.youtube.com/watch?v=VAx0n_1RK2k
around the world;atc;around the world atc;https://www.youtube.com/watch?v=IRvGZffXhfk
eternal flame;atomic kitten;eternal flame atomic kitten;https://www.youtube.com/watch?v=aztY_fpjJeQ
if you come to me;atomic kitten;if you come to me atomic kitten;https://www.youtube.com/watch?v=mpIsPjiIXNk
i could have danced all night;audrey hepburn;i could have danced all night audrey hepburn;https://www.youtube.com/watch?v=hA9bEKKxTNU
moon river;audrey hepburn;moon river audrey hepburn;https://www.youtube.com/watch?v=QEdPe1SxitI
moonriver;audrey hepburn;moonriver audrey hepburn;https://www.youtube.com/watch?v=QEdPe1SxitI
wake me up;avicii & aloe blacc;wake me up avicii & aloe blacc;https://www.youtube.com/watch?v=IcrbM1l_BoI
skora;aya rl;skora aya rl;https://www.youtube.com/watch?v=1cFzJUX99Ck
down on my knees;ayo;down on my knees ayo;https://www.youtube.com/watch?v=NZOJsIlAgpE
always;aysel & arash;always aysel & arash;https://www.youtube.com/watch?v=9OEIOS1oUeY
raindrops keep falling on my head ;b. j. thomas;raindrops keep falling on my head  b. j. thomas;https://www.youtube.com/watch?v=hziG9Nr6KHU
how come how long;baby face & steve wonder;how come how long baby face & steve wonder;https://www.youtube.com/watch?v=lBPEkEOUUp0
body talk;baccara;body talk baccara;https://www.youtube.com/watch?v=Wz5r7r2wa8A
yes sir i can boogie;baccara;yes sir i can boogie baccara;https://www.youtube.com/watch?v=VbWaZHLjzms
i want it that way;backstreet boys;i want it that way backstreet boys;https://www.youtube.com/watch?v=4fndeDfaWCg
come back and stay;bad boys blue;come back and stay bad boys blue;https://www.youtube.com/watch?v=OiYb9kOuDAA
i wanna hear your heartbeat ;bad boys blue;i wanna hear your heartbeat  bad boys blue;https://www.youtube.com/watch?v=Kky5GUIiPAE
lady in black;bad boys blue;lady in black bad boys blue;https://www.youtube.com/watch?v=g2Q1b5uz92U
you're a woman;bad boys blue;you're a woman bad boys blue;https://www.youtube.com/watch?v=5dkpk1gmaDc
10 przykazan;bajm;10 przykazan bajm;https://www.youtube.com/watch?v=QG0lu5eVJW8
ameryka;bajm;ameryka bajm;https://www.youtube.com/watch?v=2osMrmtmsTw
biala armia;bajm;biala armia bajm;https://www.youtube.com/watch?v=gQAGMaoCxyw
blondynka;bajm;blondynka bajm;https://www.youtube.com/watch?v=qmzEMsqfWYc
byc z toba;bajm;byc z toba bajm;https://www.youtube.com/watch?v=agbJ9whd-d0
co mi panie dasz;bajm;co mi panie dasz bajm;https://www.youtube.com/watch?v=dr9unB53beU
dwa serca dwa smutki;bajm;dwa serca dwa smutki bajm;https://www.youtube.com/watch?v=baL4HhAKbQc
dzien za dniem;bajm;dzien za dniem bajm;https://www.youtube.com/watch?v=DqWXrIAU1tc
dziesiec przykazan;bajm;dziesiec przykazan bajm;https://www.youtube.com/watch?v=QG0lu5eVJW8
gora dol;bajm;gora dol bajm;https://www.youtube.com/watch?v=MJrMgMHKKjY
jezioro szczescia;bajm;jezioro szczescia bajm;https://www.youtube.com/watch?v=uI3tMyDQmJo
jozek nie daruje ci tej nocy;bajm;jozek nie daruje ci tej nocy bajm;https://www.youtube.com/watch?v=YdDFGal_ktU
kraina milosci;bajm;kraina milosci bajm;https://www.youtube.com/watch?v=zCbjIFFL9M4
krotka historia;bajm;krotka historia bajm;https://www.youtube.com/watch?v=tDxY90yyeB8
lola lola;bajm;lola lola bajm;https://www.youtube.com/watch?v=1NpYukm_d1o
milosc i ja;bajm;milosc i ja bajm;https://www.youtube.com/watch?v=fdM4bmEynr0
milosc przeszla obok;bajm;milosc przeszla obok bajm;https://www.youtube.com/watch?v=GSfRr30zgOY
modlitwa o zloty deszcz;bajm;modlitwa o zloty deszcz bajm;https://www.youtube.com/watch?v=kSGorIC68JI
mysli i slowa;bajm;mysli i slowa bajm;https://www.youtube.com/watch?v=R3AcaDI5dMQ
nie ma wody na pustyni;bajm;nie ma wody na pustyni bajm;https://www.youtube.com/watch?v=FlXc0GzUmFM
piechota do lata;bajm;piechota do lata bajm;https://www.youtube.com/watch?v=8hPxevMaosg
plama na scianie;bajm;plama na scianie bajm;https://www.youtube.com/watch?v=7LZDo8yR10M
plynie w nas goraca krew;bajm;plynie w nas goraca krew bajm;https://www.youtube.com/watch?v=34bjy2fEOJo
rano;bajm;rano bajm;https://www.youtube.com/watch?v=zdK6uruJFKw
siedze i mysle;bajm;siedze i mysle bajm;https://www.youtube.com/watch?v=aHdePA4SUAE
szklanka wody;bajm;szklanka wody bajm;https://www.youtube.com/watch?v=jJBS5DWKDug
ta sama chwila;bajm;ta sama chwila bajm;https://www.youtube.com/watch?v=RgunsXL9Lo0
wiosna w paryzu;bajm;wiosna w paryzu bajm;https://www.youtube.com/watch?v=nGM7Trp2VV8
venus;bananarama;venus bananarama;https://www.youtube.com/watch?v=d4-1ASpdT1Y
zeby sie ludzie kochali;barbara dunin i zbigniew kurtycz;zeby sie ludzie kochali barbara dunin i zbigniew kurtycz;https://www.youtube.com/watch?v=_PwDpR1EFRM
szarp pan bas;barbara krafftowna;szarp pan bas barbara krafftowna;https://www.youtube.com/watch?v=6z1v9n5Cmbk
usmiechnij sie jutro bedzie lepiej;barbara krafftowna;usmiechnij sie jutro bedzie lepiej barbara krafftowna;https://www.youtube.com/watch?v=iBOGGHlpCYY
w czasie deszczu dzieci sie nudza;barbara krafftowna;w czasie deszczu dzieci sie nudza barbara krafftowna;https://www.youtube.com/watch?v=8i_k9smxJnc
wesoly deszczyk;barbara krafftowna;wesoly deszczyk barbara krafftowna;https://www.youtube.com/watch?v=_xcmtEQUnjU
przeklne cie;barbara krafftowna i bohdan lazuka;przeklne cie barbara krafftowna i bohdan lazuka;https://www.youtube.com/watch?v=LLs7ILmqLNU
w czasie deszczu dzieci sie nudza;barbara krafftowna i kabaret starszych panow;w czasie deszczu dzieci sie nudza barbara krafftowna i kabaret starszych panow;https://www.youtube.com/watch?v=DXiNhBB3noQ
uliczka w barcelonie;barbara muszynska;uliczka w barcelonie barbara muszynska;https://www.youtube.com/watch?v=z_ZRCer9cxg
zabawa w sielance;barbara rylska i andrzej zarnecki;zabawa w sielance barbara rylska i andrzej zarnecki;https://www.youtube.com/watch?v=hnG8IZMX9yY
memory;barbra streisand;memory barbra streisand;https://www.youtube.com/watch?v=MWoQW-b6Ph8
woman in love;barbra streisand;woman in love barbra streisand;https://www.youtube.com/watch?v=hQLGCX8D-1Y
evergreen;barbra streisand & babyface;evergreen barbra streisand & babyface;https://www.youtube.com/watch?v=X-Ro7baEa6w
tell him;barbra streisand & celine dion;tell him barbra streisand & celine dion;https://www.youtube.com/watch?v=xKWWyO-C2o0
copacabana ;barry manilow;copacabana  barry manilow;https://www.youtube.com/watch?v=7cB5VQAAOYk
could it be magic ;barry manilow;could it be magic  barry manilow;https://www.youtube.com/watch?v=Vc5XtkZSH-Q
mandy;barry manilow;mandy barry manilow;https://www.youtube.com/watch?v=2XeSQVWleqY
don't make me wait too long;barry white;don't make me wait too long barry white;https://www.youtube.com/watch?v=xQAM4TYlp5c
let the music play;barry white;let the music play barry white;https://www.youtube.com/watch?v=V3eOuK_-c34
fly me to the moon;bart howard;fly me to the moon bart howard;https://www.youtube.com/watch?v=6r0IHZUCcCc
cruising for bruising;basia;cruising for bruising basia;https://www.youtube.com/watch?v=0mXUgwHzRgA
bombonierka;basia stepniak-wilk i grzegorz turnau;bombonierka basia stepniak-wilk i grzegorz turnau;https://www.youtube.com/watch?v=vWodN0FA2b8
a new day for you;basia trzetrzelewska;a new day for you basia trzetrzelewska;https://www.youtube.com/watch?v=vE6k3Pay7Kw
amelki smiech;basia trzetrzelewska;amelki smiech basia trzetrzelewska;https://www.youtube.com/watch?v=YjmmXb-xJVQ
astrud;basia trzetrzelewska;astrud basia trzetrzelewska;https://www.youtube.com/watch?v=b3m3eTvJxdQ
baby you're mine ;basia trzetrzelewska;baby you're mine  basia trzetrzelewska;https://www.youtube.com/watch?v=38dPUTTyyD4
brave new hope;basia trzetrzelewska;brave new hope basia trzetrzelewska;https://www.youtube.com/watch?v=nnyLtid7M7o
copernicus;basia trzetrzelewska;copernicus basia trzetrzelewska;https://www.youtube.com/watch?v=3_PIvgDgYUM
cruising for bruising;basia trzetrzelewska;cruising for bruising basia trzetrzelewska;https://www.youtube.com/watch?v=0mXUgwHzRgA
i must ;basia trzetrzelewska;i must  basia trzetrzelewska;https://www.youtube.com/watch?v=UpcVqfc_wBw
time and tide;basia trzetrzelewska;time and tide basia trzetrzelewska;https://www.youtube.com/watch?v=HqIQdxOWEH4
botten anna;basshunter;botten anna basshunter;https://www.youtube.com/watch?v=1XK5-n4rR7Q
vi sitter i ventrilo och spelar dota;basshunter;vi sitter i ventrilo och spelar dota basshunter;https://www.youtube.com/watch?v=aTJncWndUB8
majteczki w kropeczki;bayer full;majteczki w kropeczki bayer full;https://www.youtube.com/watch?v=utNiXUgM2VA
moja mala blondyneczko;bayer full;moja mala blondyneczko bayer full;https://www.youtube.com/watch?v=cibVCEMx7t4
osiemnastka;bayer full;osiemnastka bayer full;https://www.youtube.com/watch?v=Eu97I7YmkQU
wszyscy polacy;bayer full;wszyscy polacy bayer full;https://www.youtube.com/watch?v=SHtsOzkxCDo
bingo;beata kozidrak;bingo beata kozidrak;https://www.youtube.com/watch?v=VyK2hZRpXFs
